Source,Destination,Weight
HUMAN RIGHTS,CUBA,1.0
CIVIL WAR,LEBANON,26.0
POLICE FORCES,HUNGARY,1.0
WILDLIFE,EGYPT,1.0
BASQUE HOMELAND & FREEDOM,POLAND,1.0
RESIGNATIONS,NEW SOUTH WALES AUSTRALIA,2.0
TELEPHONE RATES,TURKEY,2.0
POPULATION DECLINE,SINGAPORE,1.0
SENTENCING,UNITED ARAB EMIRATES,7.0
MENTAL ILLNESS,EGYPT,1.0
US FEDERAL GOVERNMENT,CANADA,6.0
NOVELS & SHORT STORIES,CANADA,2.0
TERRORIST ORGANIZATIONS,KASHMIR,1.0
FREELANCE EMPLOYMENT,JAPAN,1.0
HISTORY,DUBAI UNITED ARAB EMIRATES,3.0
AUCTIONS,PORTUGAL,1.0
LODGING,CHINA,2.0
GOLF,FRANCE,1.0
STRATEGIC PLANNING,TUNISIA,1.0
SKIING,SERBIA,1.0
INFLATION,PHILIPPINES,1.0
DEATHS,ISRAEL,2.0
TERRORIST ORGANIZATIONS,UNITED STATES,84.0
MEATS,NIGERIA,2.0
MOUNTAINS,KENYA,1.0
ENVIRONMENTAL & WILDLIFE ORGANIZATIONS,UNITED STATES,1.0
MANUFACTURING FACILITIES,ATLANTIC OCEAN,1.0
SCIENCE NEWS,TURKEY,1.0
SEX OFFENSES,DUBAI UNITED ARAB EMIRATES,4.0
FUNDAMENTALISM,IRAN ISLAMIC REPUBLIC OF,1.0
CONSUMER SPENDING & CREDIT,UNITED STATES,2.0
ARIZONA IMMIGRATION LAW,UNITED STATES,1.0
LIBEL & SLANDER,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
RESORTS,KENYA,5.0
POPULATION DENSITY,TUNISIA,1.0
MOBILE MEDIA,EGYPT,1.0
BALLET,CANADA,1.0
NUCLEAR ENERGY,IRAN ISLAMIC REPUBLIC OF,32.0
REFUGEES,PAKISTAN,6.0
FAST FOOD,SINGAPORE,1.0
MILITARY OPERATIONS,JAPAN,2.0
BASKETBALL,AFRICA,2.0
JAIL SENTENCING,INDIAN OCEAN,4.0
CONTROLLED SUBSTANCES CRIME,BOSNIA & HERZEGOVINA,1.0
SMALL BUSINESS,UNITED STATES,2.0
MINE WORKERS,SCOTLAND,2.0
TRENDS,JERUSALEM ISRAEL,1.0
PHYSICIANS & SURGEONS,NORTHERN IRELAND,2.0
FOOD & BEVERAGE CONSUMPTION,MALAYSIA,1.0
POVERTY & HOMELESSNESS,CANADA,4.0
ECONOMIC CONDITIONS,AUSTRALIA & NEW ZEALAND,1.0
COMPUTER VIRUSES,IRAN ISLAMIC REPUBLIC OF,4.0
AIRCRAFT ACCIDENTS,IRAN ISLAMIC REPUBLIC OF,7.0
ARMIES,CYPRUS,3.0
MILITARY WEAPONS,SERBIA,4.0
CONSULTING SERVICES,INDIA,1.0
MULTILINGUALISM,SYRIA,2.0
FAMINE,INDONESIA,1.0
PARAMEDICS,CHINA,1.0
COTTON & COTTONSEED,CHINA,3.0
HOLDING COMPANIES,NORTHERN ASIA,1.0
GOLF,PUERTO RICO,1.0
STADIUMS & ARENAS,KUWAIT,2.0
TREASURY SECURITIES,YEMEN,1.0
ELECTRIC POWER PLANTS,EGYPT,3.0
SHIPBUILDING,QATAR,2.0
ADMISSIONS & CONFESSIONS,SOMALIA,2.0
SATELLITE INDUSTRY,AUSTRALIA,1.0
POLITICAL PARTIES,KYRGYZSTAN,1.0
JUSTICE DEPARTMENTS,NEW YORK NY USA,2.0
LEGISLATION,CONNECTICUT USA,1.0
COMPANY LISTS & RANKINGS,CANADA,3.0
AIRCRAFT ACCIDENTS,UNITED STATES,7.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,ROMANIA,3.0
MILITARY TRAINING,LEBANON,1.0
EMBASSIES & CONSULATES,ISRAEL,17.0
JEWS & JUDAISM,TURKEY,1.0
SPORTS FANS,UGANDA,1.0
GUNSHOT WOUNDS,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
LAND USE PLANNING,SUDAN,1.0
DISEASES & DISORDERS,PALESTINIAN TERRITORY OCCUPIED,1.0
ECONOMIC CONDITIONS,EUROPE,4.0
NATIONAL SECURITY,SAUDI ARABIA,2.0
RETIREMENT & RETIREES,AFGHANISTAN,3.0
RESTAURANTS,PAKISTAN,2.0
SOVEREIGN RISK,DUBAI UNITED ARAB EMIRATES,1.0
ARTISTS & PERFORMERS,TUNISIA,4.0
SCIENCE & TECHNOLOGY,IRAN ISLAMIC REPUBLIC OF,10.0
INTERNATIONAL TRADE LAW,SOUTH AFRICA,1.0
WOUNDS & INJURIES,RUSSIAN FEDERATION,4.0
KIDNAPPING & ABDUCTION,MEXICO,3.0
RACE & RACISM,UGANDA,1.0
MOVIE INDUSTRY,DJIBOUTI,1.0
TALKS & MEETINGS,CANARY ISLANDS,1.0
WIKILEAKS CONTROVERSIES,NIGERIA,3.0
NUCLEAR WEAPONS,LEBANON,4.0
PERFORMING ARTS CENTERS,UNITED ARAB EMIRATES,2.0
BOMBS & EXPLOSIVES,UKRAINE,4.0
SPORTS INJURIES,SWEDEN,1.0
CHILDREN,IRELAND,1.0
CULTURE DEPARTMENTS,GAMBIA,2.0
EMERGING MARKETS,SOUTH AFRICA,4.0
POLITICS,SAUDI ARABIA,9.0
HOMICIDE,AMMAN JORDAN,1.0
POLITICAL PARTIES,NORTHERN ASIA,1.0
AIRCRAFT MFG,CANADA,1.0
UPPER INCOME PERSONS,UNITED STATES,1.0
PASSPORTS & VISAS,ALGERIA,1.0
WEAPONS OF MASS DESTRUCTION,UNITED STATES,16.0
BANKING & FINANCE,ITALY,1.0
AUTOPSIES,EGYPT,4.0
ARTISTS & PERFORMERS,LONDON ENGLAND,12.0
HYDROELECTRIC POWER GENERATION,VENEZUELA BOLIVARIAN REPUBLIC OF,1.0
BROADCASTING INDUSTRY,SPAIN,1.0
INTERNET SERVICE PROVIDERS,INDONESIA,2.0
CRUISES,SPAIN,1.0
RESORTS,ITALY,2.0
EXECUTIVE MOVES,EUROPE,1.0
FRUITS & VEGETABLES,MIDDLE EAST,1.0
WOMEN,CANADA,4.0
SUICIDE BOMBINGS,WALES,2.0
AWARDS & PRIZES,MALDIVES,1.0
WOUNDS & INJURIES,SYDNEY AUSTRALIA,2.0
COINS & COINAGE,BEIRUT LEBANON,1.0
WIRELESS INDUSTRY,HAITI,1.0
CLOTHING & ACCESSORIES STORES,BAHRAIN,1.0
APPROVALS,CAMBODIA,2.0
RANKINGS,CANARY ISLANDS,1.0
FILM DIRECTORS,EGYPT,3.0
POWER COGENERATION,SAUDI ARABIA,1.0
MUSEUMS & GALLERIES,PALESTINIAN TERRITORY OCCUPIED,1.0
STADIUMS & ARENAS,NORTHERN ASIA,2.0
BANKING & FINANCE SECTOR PERFORMANCE,YEMEN,1.0
RENEWABLE ENERGY,QATAR,1.0
ELECTRIC POWER PLANTS,PAKISTAN,1.0
SHAREHOLDERS,EUROPE,3.0
ISLAMIC HOLIDAYS & OBSERVANCES,SOUTH AFRICA,3.0
DEMERGERS & SPINOFFS,NORTH AMERICA,1.0
ALIEN SMUGGLING,INDONESIA,8.0
MARSHALS,IRAQ,1.0
SATELLITE INDUSTRY,ALGERIA,1.0
WEALTHY PEOPLE,RUSSIAN FEDERATION,4.0
CARDIOVASCULAR DISEASE,UNITED KINGDOM,1.0
ANTHROPOLOGY & ARCHAEOLOGY,LONDON ENGLAND,1.0
DIVORCE & DISSOLUTION,TUNISIA,2.0
ARMED FORCES,GULF STATES,1.0
LIQUEFIED PETROLEUM GAS,SAUDI ARABIA,1.0
LAW COURTS & TRIBUNALS,BELARUS,1.0
ISRAELI-PALESTINIAN CONFLICTS,ISRAEL,32.0
ECONOMIC CONDITIONS,MIDDLE EAST,9.0
WIKILEAKS CONTROVERSIES,ZIMBABWE,1.0
AVIATION SECTOR PERFORMANCE,NEPAL,1.0
CONSUMER CONFIDENCE,MIDDLE EAST,1.0
PROTESTS & DEMONSTRATIONS,CUBA,1.0
ELECTRIC POWER PLANTS,UGANDA,1.0
CITY LIFE,IRAQ,3.0
NATURAL GAS PRODUCTS,SAUDI ARABIA,2.0
OIL EXPLORATION,BRUNEI DARUSSALAM,1.0
EYEWITNESSES,IRAQ,11.0
MONEY LAUNDERING,UNITED STATES,1.0
TRENDS,SYRIA,1.0
MURDER,JORDAN,1.0
SPORTS & RECREATION EVENTS,QATAR,172.0
COLD WAR,SYRIA,3.0
TELEVISION INDUSTRY,WALES,1.0
SOCCER TOURNAMENTS,SPAIN,6.0
PEACEKEEPING,CYPRUS,1.0
WAR & CONFLICT,ALGERIA,7.0
ECONOMIC CRISIS,YEMEN,1.0
SPORTS & RECREATION EVENTS,INDIA,22.0
FASHION DESIGNERS,LONDON ENGLAND,4.0
SCHOOL BUILDINGS,SYRIA,1.0
EDUCATION DEPARTMENTS,IRAQ,5.0
HIGH SCHOOLS,PENNSYLVANIA USA,2.0
WOMEN,EGYPT,18.0
EPIDEMICS,AFRICA,1.0
EXECUTIVE MOVES,NEW SOUTH WALES AUSTRALIA,1.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,JAPAN,1.0
PROTESTS & DEMONSTRATIONS,ALASKA USA,1.0
ILLEGAL WEAPONS,PAKISTAN,1.0
POVERTY & HOMELESSNESS,HONG KONG,1.0
EMERGENCY ROOMS,SYDNEY AUSTRALIA,1.0
CIVIL ENGINEERING,ISLE OF MAN,1.0
POLITICAL SCIENCE,COTE D'IVOIRE,1.0
BAILOUTS,DUBAI UNITED ARAB EMIRATES,1.0
COMEDY FILMS,BAGHDAD IRAQ,1.0
COUPS,PALESTINIAN TERRITORY OCCUPIED,5.0
ETHICS,NEW ZEALAND,1.0
AVIATION SECURITY,CANADA,3.0
ARMS TRADE,ARMENIA,1.0
NONGOVERNMENTAL ORGANIZATIONS,UNITED STATES,4.0
NATURAL DISASTERS,COTE D'IVOIRE,1.0
CREDIT CRISIS,UNITED KINGDOM,2.0
INTERNATIONAL RELATIONS,MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF,1.0
RESIDENTIAL RENTAL PROPERTY,MALDIVES,1.0
US PRESIDENTIAL CANDIDATES 2008,BAHRAIN,1.0
MUSIC INDUSTRY,BAHRAIN,1.0
INTERNET & WWW,INDIA,2.0
MENTAL ILLNESS,TUCSON AZ USA,1.0
BED & BREAKFAST INNS,CHINA,1.0
TERRORIST ORGANIZATIONS,ROMANIA,1.0
CONSTRUCTION,MIDDLE EAST,4.0
RELIGION,EGYPT,532.0
ASSAULT & BATTERY,YEMEN,1.0
HEADS OF STATE & GOVERNMENT,COLOMBIA,1.0
ARTISTS & PERFORMERS,CANADA,2.0
INTERNET & WWW,BRAZIL,1.0
TENNIS,INDIA,2.0
UNEMPLOYMENT RATES,NIGERIA,4.0
OIL & GAS CONSUMPTION,FRANCE,1.0
STADIUMS & ARENAS,LEBANON,1.0
TRENDS,AFRICA,8.0
POPULATION DECLINE,CHINA,2.0
PRIVATELY HELD COMPANIES,SUDAN,1.0
AUTOMOBILE INSURANCE,TUNISIA,1.0
CIVIL AVIATION,UNITED STATES,4.0
RESEARCH INSTITUTES,UNITED KINGDOM,4.0
POWER PLANTS,SYRIA,1.0
CITIZENSHIP LAW,SAUDI ARABIA,1.0
COMMODITIES EXCHANGES,MIDDLE EAST,1.0
BRITISH PRIME MINISTERS,PAKISTAN,2.0
LEGISLATION,AFGHANISTAN,1.0
SKIING,NORTHERN IRELAND,1.0
RESCUE OPERATIONS,CZECH REPUBLIC,4.0
BOARD CHANGES,UNITED KINGDOM,1.0
CIVIL RIGHTS,SAUDI ARABIA,3.0
RESTAURANTS,QATAR,3.0
INFORMATION WARFARE,IRAN ISLAMIC REPUBLIC OF,3.0
DANCE COMPANIES,LONDON ENGLAND,3.0
HUMAN RIGHTS,BAHRAIN,2.0
PROTESTS & DEMONSTRATIONS,JORDAN,35.0
INDICTMENTS,ISRAEL,8.0
TERRORISM,CZECH REPUBLIC,2.0
FASHION DESIGNERS,RED SEA,1.0
LAPTOP COMPUTERS,MOROCCO,2.0
SPORTS & RECREATION,CATALONIA SPAIN,1.0
DRAMA LITERATURE,PALESTINIAN TERRITORY OCCUPIED,2.0
MUSCULOSKELETAL DISORDERS & INJURIES,CROATIA,1.0
FARMERS & RANCHERS,NEW ZEALAND,1.0
INTERNATIONAL TRADE,QATAR,2.0
NONPROFIT ORGANIZATIONS,AFGHANISTAN,1.0
STADIUMS & ARENAS,JERUSALEM ISRAEL,1.0
WAR & CONFLICT,QUEENSLAND AUSTRALIA,1.0
ORTHOPEDICS,CHINA,2.0
SPORTS,FRANCE,9.0
OIL & GAS EXTRACTION,MIDDLE EAST,2.0
EMERGING MARKETS,SWITZERLAND,4.0
POETRY,NORTHERN IRELAND,1.0
LANGUAGE & LANGUAGES,LOS ANGELES CA USA,1.0
FUTURES,BIRMINGHAM ENGLAND,1.0
ALCOHOLIC BEVERAGES,MOROCCO,2.0
CRUDE OIL MARKETS,INDIA,2.0
VACCINATION & IMMUNIZATION,IRAQ,1.0
TELEVISION INDUSTRY,ABU DHABI UNITED ARAB EMIRATES,1.0
BRAIN INJURIES,SAN FRANCISCO CA USA,1.0
ENVIRONMENTALISM,AFGHANISTAN,1.0
CURRICULA,IRAN ISLAMIC REPUBLIC OF,1.0
PROFILES & BIOGRAPHIES,TEXAS USA,1.0
FAMILY PRACTICE,IRAQ,3.0
FOOD MFG,CHINA,1.0
SOCCER TOURNAMENTS,GERMANY,16.0
CERTIFICATES OF DEPOSIT,YEMEN,1.0
MOBILE & CELLULAR COMMUNICATIONS,UNITED STATES,7.0
MORTGAGE BANKING & FINANCE,SRI LANKA,1.0
EXPORT PRICES,EGYPT,2.0
INSURANCE,SAUDI ARABIA,1.0
POLITICAL CANDIDATES,PALESTINIAN TERRITORY OCCUPIED,2.0
NATIONALIZATION,TUNISIA,1.0
RISK MANAGEMENT,TUNISIA,3.0
GUILTY PLEAS,UNITED KINGDOM,4.0
SUPREME COURTS,UNITED ARAB EMIRATES,1.0
WEDDINGS & ENGAGEMENTS,UNITED STATES,11.0
SUICIDE BOMBINGS,INDIA,4.0
RENTAL PROPERTY,SPAIN,2.0
ACCIDENT INVESTIGATIONS,ETHIOPIA,1.0
FRUITS & VEGETABLES,JORDAN,1.0
POP & ROCK,TEXAS USA,2.0
BED & BREAKFAST INNS,CZECH REPUBLIC,2.0
VOTERS & VOTING,PALESTINIAN TERRITORY OCCUPIED,3.0
REAL ESTATE,OMAN,2.0
MILITARY OPERATIONS,SUDAN,5.0
ANTI-INFECTIVES,YEMEN,1.0
CANNABIS,EGYPT,1.0
POVERTY & HOMELESSNESS,HAITI,4.0
IMPORT TRADE,AUSTRALIA,4.0
COPPER INDUSTRY,CHINA,3.0
CHRISTIANS & CHRISTIANITY,SINGAPORE,2.0
INTERNATIONAL ASSISTANCE,ALGERIA,4.0
COMPUTER NETWORKS,IRAN ISLAMIC REPUBLIC OF,1.0
GENETIC MARKERS,EGYPT,1.0
PACKAGE SHIPPING,SYDNEY AUSTRALIA,1.0
BASEBALL,QUEBEC CANADA,1.0
INTEREST RATES,AUSTRALIA,4.0
ONLINE MARKETING & ADVERTISING,UNITED STATES,1.0
BASKETBALL,OKLAHOMA CITY OK USA,1.0
ALLIANCES & PARTNERSHIPS,ABU DHABI UNITED ARAB EMIRATES,1.0
ARTS FESTIVALS & EXHIBITIONS,IRAQ,7.0
NARCOTICS ENFORCEMENT,SAUDI ARABIA,1.0
CHRISTIANS & CHRISTIANITY,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,2.0
PETROCHEMICALS,IRAN ISLAMIC REPUBLIC OF,2.0
HIGH SCHOOLS,ALGERIA,2.0
COUNTERFEITING,AFRICA,1.0
AGRICULTURAL SUBSIDIES,AFRICA,1.0
ELECTRICITY TRANSMISSION & DISTRIBUTION,SPAIN,1.0
ARRESTS,UKRAINE,4.0
GOLF,ENGLAND,3.0
JOB CREATION,SCOTLAND,1.0
FOSSIL FUEL POWER PLANTS,ISRAEL,1.0
ATTORNEYS GENERAL,CANADA,1.0
DAIRY INDUSTRY,BRAZIL,1.0
ARCHITECTURAL SERVICES,EGYPT,3.0
DISEASES & DISORDERS,SAN FRANCISCO CA USA,1.0
VEHICLE SEARCH,EGYPT,1.0
MENTAL ILLNESS,AUSTRALIA,1.0
COLLEGES & UNIVERSITIES,UNITED STATES,13.0
CENTRAL BANKS,UNITED ARAB EMIRATES,1.0
TOUR PACKAGES,PORTUGAL,1.0
DECISIONS & RULINGS,PAKISTAN,1.0
TAXICABS & LIMOUSINES,AUSTRALIA,1.0
HEALTH CARE COSTS,SUDAN,1.0
BLOGS & MESSAGE BOARDS,ALGERIA,3.0
REBELLIONS & INSURGENCIES,PALESTINIAN TERRITORY OCCUPIED,15.0
ARTISTS & PERFORMERS,BAHRAIN,5.0
GOLF TOURNAMENTS,UNITED ARAB EMIRATES,27.0
SWEEPSTAKES,UNITED STATES,1.0
ETHICS,LEBANON,4.0
COMMODITIES EXCHANGES,EGYPT,7.0
ORGANIZED CRIME,COLOMBIA,1.0
PEACE PROCESS,YEMEN,5.0
EDITORIALS & OPINIONS,SUDAN,5.0
BROKER RECOMMENDATIONS,CHINA,1.0
REFERENDUMS,LIVERPOOL ENGLAND,1.0
NATURAL GAS PRODUCTS,NIGERIA,2.0
RETAILERS,OMAN,2.0
GOLD MARKETS,IRAQ,2.0
ENERGY & UTILITY SECTOR PERFORMANCE,THAILAND,2.0
APPOINTMENTS,NEW ZEALAND,1.0
SCULPTURE,ESTONIA,2.0
SPORTS,PERTH AUSTRALIA,9.0
CHARITIES,SAUDI ARABIA,1.0
NETWORK PROTOCOLS,SIERRA LEONE,2.0
MUSIC COMPOSITION,NORTH CENTRAL CHINA,1.0
INITIAL PUBLIC OFFERINGS,IRAQ,1.0
SPORTS CARS,BIRMINGHAM ENGLAND,1.0
SOCCER,MELBOURNE AUSTRALIA,8.0
LIVING WILLS,UNITED STATES,1.0
GAMING,UNITED ARAB EMIRATES,1.0
DEFENSE DEPARTMENTS,SINGAPORE,1.0
TENNIS,SOUTH AFRICA,1.0
ESPIONAGE,NIGERIA,3.0
LAW SCHOOLS,NEW YORK NY USA,2.0
FINES & PENALTIES,MOROCCO,2.0
2011 TUCSON SHOOTING,AFGHANISTAN,2.0
DRINKING PLACES,IRELAND,2.0
PHOTOJOURNALISM,TORONTO ON CANADA,1.0
DISMISSALS,KENYA,2.0
RESUMES & CURRICULA VITAE,BIRMINGHAM ENGLAND,1.0
TELEVISION PROGRAMMING,MIDDLE EAST,1.0
BEACHES,DUBAI UNITED ARAB EMIRATES,2.0
ELECTRONIC BANKING,SAUDI ARABIA,2.0
AIRCRAFT PILOTS,ETHIOPIA,2.0
IMMUNOLOGIC FACTORS,SAUDI ARABIA,2.0
RESEARCH,ARMENIA,1.0
ENVIRONMENT & NATURAL RESOURCES,NORTHERN ASIA,4.0
MAMMALS,SAUDI ARABIA,2.0
ARTS FESTIVALS & EXHIBITIONS,EARTH,1.0
SPECIAL LIBRARIES,CANADA,1.0
LABOR UNIONS,LATVIA,1.0
MARRIAGE,MAURITIUS,3.0
LEGISLATIVE BODIES,GREECE,1.0
CYCLING,HAWAII USA,1.0
GOVERNMENT BUDGETS,MEXICO,1.0
ELECTIONS,COTE D'IVOIRE,11.0
IMMUNOLOGY,SAUDI ARABIA,2.0
VERDICTS,ENGLAND,9.0
SKIING,ITALY,5.0
WEATHER,ABU DHABI UNITED ARAB EMIRATES,1.0
OLYMPICS,QATAR,22.0
FILM,RED SEA,1.0
FORENSICS,TURKEY,1.0
WEATHER,CHINA,5.0
NAVAL VESSELS,TURKEY,1.0
REFEREES & UMPIRES,ABU DHABI UNITED ARAB EMIRATES,9.0
METAL DETECTORS,AUSTRALIA,1.0
PRICE INCREASES,PAKISTAN,1.0
RELIGION,OKLAHOMA USA,1.0
TELEVISION INDUSTRY,GLASGOW SCOTLAND,2.0
SPECIAL OLYMPICS & PARALYMPICS,UNITED KINGDOM,3.0
TRACK & FIELD,KOREA REPUBLIC OF,1.0
POLITICAL CANDIDATES,NORTH DAKOTA USA,1.0
COUNTERFEITING,LEBANON,2.0
SPORTS & RECREATION EVENTS,WELLINGTON NEW ZEALAND,1.0
GOVERNMENT GRANTS & SUBSIDIES,JORDAN,2.0
CENSUS,SAUDI ARABIA,2.0
VIETNAM WAR,IRAQ,10.0
JURY TRIALS,MOROCCO,1.0
DIVESTITURES,GERMANY,1.0
BOATING & RAFTING,CANADA,1.0
RESTAURANTS,SPAIN,3.0
MIDDLE INCOME PERSONS,SINGAPORE,1.0
TRENDS,LEBANON,2.0
LAW ENFORCEMENT,MOROCCO,2.0
SEARCH ENGINES,AFRICA,2.0
SOLAR ENERGY,UNITED ARAB EMIRATES,6.0
FOREIGN RELATIONS,SYRIA,17.0
BRIBERY,MOZAMBIQUE,2.0
GOLF TOURNAMENTS,EUROPE,37.0
MARRIAGE,JORDAN,1.0
CANCER,NEW YORK NY USA,2.0
BIODEGRADABLE PACKAGING,UNITED ARAB EMIRATES,1.0
ALLIANCES & PARTNERSHIPS,ESTONIA,1.0
BREAST CANCER,LIVERPOOL ENGLAND,1.0
RESEARCH INSTITUTES,ANTARCTICA,2.0
CURRENCIES,ISRAEL,2.0
HUMAN RIGHTS VIOLATIONS,ZIMBABWE,1.0
EXPORT TRADE,IRAQ,8.0
CONVENTION & VISITORS BUREAUS,ZIMBABWE,3.0
LAWYERS,MOROCCO,2.0
FOOD & BEVERAGE,NORTH AMERICA,1.0
SOCCER,SOUTH-EASTERN ASIA,2.0
SOCCER,NORTHERN ASIA,8.0
ENGINEERING,AUSTRALIA,2.0
MUSIC COMPOSITION,EGYPT,1.0
GUILTY PLEAS,POLAND,1.0
HUMAN RIGHTS VIOLATIONS,PALESTINIAN TERRITORY OCCUPIED,7.0
CAPITAL EXPENDITURES,SINGAPORE,1.0
EVIDENCE,AUSTRALIA,4.0
CORONERS COURTS & OFFICES,AFGHANISTAN,2.0
COMMERCE DEPARTMENTS,NORTHERN ASIA,1.0
EARTHQUAKES,AFGHANISTAN,1.0
ORGAN DONATION,UNITED KINGDOM,1.0
INTELLIGENCE SERVICES,YEMEN,5.0
DISPLACED PERSONS,IRAQ,8.0
REAL ESTATE FRAUD,SRI LANKA,1.0
RESORTS,UNITED STATES,6.0
PETROLEUM REFINERIES,ESTONIA,1.0
REAL ESTATE INVESTING,CANADA,2.0
POLICE FORCES,EGYPT,199.0
TALKS & MEETINGS,CYPRUS,3.0
OILS & FATS,COTE D'IVOIRE,1.0
INTERNET RETAILING,UNITED STATES,4.0
DEFENSE SPENDING,AFGHANISTAN,14.0
APPELLATE DECISIONS,BELARUS,1.0
2011 EGYPTIAN PROTESTS,UNITED STATES,6.0
SPORTS & RECREATION EVENTS,TANZANIA UNITED REPUBLIC OF,20.0
RESTAURANTS,PARIS FRANCE,4.0
EMPLOYMENT,MALAYSIA,1.0
PUBLIC TELEVISION,LONDON ENGLAND,1.0
SMUGGLING,PERTH AUSTRALIA,1.0
MENTAL RETARDATION,UNITED STATES,1.0
COOKWARE & KITCHEN STORES,IRAQ,1.0
POLICE FORCES,KUWAIT,1.0
LAW ENFORCEMENT,SOUTH AFRICA,3.0
FAST FOOD,IRAQ,1.0
ELECTRONICS,ABU DHABI UNITED ARAB EMIRATES,1.0
RELIGION,ETHIOPIA,2.0
CHILDREN,TENNESSEE USA,1.0
PUBLIC BROADCASTING,ARCTIC,1.0
EMERGING MARKETS,UNITED ARAB EMIRATES,8.0
ECONOMIC NEWS,THAILAND,2.0
SOLAR ENERGY,SPAIN,1.0
OLYMPICS,IRAQ,4.0
DEFENSE DEPARTMENTS,FALKLAND ISLANDS (MALVINAS),1.0
MUSLIMS & ISLAM,KABUL AFGHANISTAN,1.0
NATURAL GAS PRICES,FRANCE,1.0
EXPORT TRADE,BIRMINGHAM ENGLAND,1.0
AIRCRAFT ACCIDENTS,UNITED ARAB EMIRATES,1.0
EURO,EUROPE,8.0
HOLIDAYS & OBSERVANCES,HONG KONG,1.0
ARRESTS,UNITED ARAB EMIRATES,16.0
CAPITAL EXPENDITURES,UNITED STATES,3.0
ECONOMIC DEVELOPMENT,SINGAPORE,1.0
MILITARY HOSPITALS,ISRAEL,2.0
PRICE INCREASES,MIDDLE EAST,7.0
DEATHS & OBITUARIES,JORDAN,1.0
ECONOMIC DEVELOPMENT,YEMEN,6.0
CONSULTING SERVICES,SUDAN,1.0
WINERIES,ZURICH,1.0
SKIING FACILITIES,CALIFORNIA USA,2.0
APPEALS,TURKEY,1.0
APPOINTMENTS,LIVERPOOL ENGLAND,5.0
MINIMUM WAGE,CHINA,1.0
RETAIL SALES,PHILIPPINES,2.0
POLITICAL PARTIES,MAURITANIA,1.0
INFRASTRUCTURE,ABU DHABI UNITED ARAB EMIRATES,1.0
CIRCUSES & CARNIVALS,CHINA,1.0
PUBLIC RADIO,SYRIA,1.0
TALKS & MEETINGS,SYDNEY AUSTRALIA,1.0
INTEREST RATES,SWITZERLAND,1.0
PORK,YEMEN,2.0
POOR POPULATION,SYRIA,2.0
TOURNAMENTS,DUBLIN IRELAND,2.0
SOCCER TOURNAMENTS,NETHERLANDS,3.0
LIBEL & SLANDER,PAKISTAN,2.0
PRINTING INDUSTRY,SUDAN,1.0
PSYCHOLOGY,IRAQ,9.0
DEATHS,EGYPT,12.0
MOUNTAINS,MIDDLE EAST,1.0
BUSINESS PLANS,TUNISIA,1.0
RELIGIOUS PILGRIMAGES,JORDAN,1.0
CHRISTIANS & CHRISTIANITY,ASIA,6.0
AIRCRAFT MAINTENANCE REPAIR & OVERHAUL,UNITED ARAB EMIRATES,1.0
PRIMARY SCHOOLS,KOREA REPUBLIC OF,1.0
BONE FRACTURES,UNITED ARAB EMIRATES,1.0
ADOLESCENTS,TUNISIA,5.0
DEFENSE & MILITARY POLICY,IRAQ,8.0
JOB CREATION,HAITI,4.0
PHARMACEUTICALS INDUSTRY,UNITED KINGDOM,4.0
CELEBRITIES,GLASGOW SCOTLAND,1.0
SCIENCE NEWS,CANADA,1.0
GRANDCHILDREN,PALESTINIAN TERRITORY OCCUPIED,3.0
EXPORT CONTROLS,SOMALIA,2.0
INTERNATIONAL RELATIONS,IRAQ,76.0
FOREIGN RELATIONS,IRELAND,2.0
RELIGION,SOMALIA,6.0
TALKS & MEETINGS,ITALY,1.0
FREEDOM OF PRESS,ITALY,1.0
SPORTS & RECREATION EVENTS,UNITED KINGDOM,6.0
TEACHER COMPENSATION,UGANDA,1.0
POPULATION DECLINE,EGYPT,1.0
OCEANS,NORTHERN ASIA,2.0
POETRY,NEW YORK NY USA,1.0
HEART DISEASE,NETHERLANDS,1.0
HISTORY,IRAQ,17.0
DIGITAL CAMERAS,NEW ZEALAND,1.0
CONTRACTS & BIDS,ISLE OF MAN,1.0
AIR CHARTER SERVICES,JAPAN,1.0
EDITORIALS & OPINIONS,MELBOURNE AUSTRALIA,1.0
COMPANY STRATEGY,CHILE,1.0
NON FARM PAYROLLS,AUSTRALIA,1.0
TORTURE,EGYPT,28.0
RESIDENTIAL PROPERTY,TUNISIA,7.0
RECESSION,ROMANIA,1.0
SQUASH,EGYPT,1.0
JOURNALISM,DUBAI UNITED ARAB EMIRATES,2.0
TERRITORIAL & NATIONAL BORDERS,TEL AVIV ISRAEL,1.0
COMPUTING & INFORMATION TECHNOLOGY,SIERRA LEONE,2.0
MILITARY OFFENSES,COTE D'IVOIRE,1.0
NAVIES,QUEENSLAND AUSTRALIA,1.0
CHRISTIANS & CHRISTIANITY,FRANCE,2.0
EXECUTIVE MOVES,NORTHERN ASIA,1.0
MENTAL ILLNESS,TEXAS USA,2.0
INVESTIGATIONS,KABUL AFGHANISTAN,1.0
